model,biome,n_samples,n_positives,positive_rate,neg_pos_ratio,mean_pred_prob,roc_auc,pr_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,recall_at_1pct,recall_at_5pct,recall_at_10pct
LGBM,Tropical & Subtropical Moist Broadleaf Forests,16852053,150459,0.008928229694031937,111.00428688214065,0.017090562731027603,0.7339028870538759,0.3015374505341286,0.32278067885117495,0.08009712770679396,0.04442960945404268,0.3615270605281173,0.44856073747665476,0.4976305837470673
LGBM,Unknown,296953,22471,0.07567190767562544,12.214943705220062,0.09024830162525177,0.9971908164730376,0.9504696534890146,0.9787807342539575,0.9651107967939652,0.7511365549755851,0.1293222375506208,0.6376663254861822,0.992612700814383
LGBM,ALL,47695507,380064,0.007968549322685677,124.49335638208302,0.01605580560863018,0.8750939612581227,0.6338956280892944,0.5324171043389838,0.11588011447620845,0.060240274239708146,0.6681479961269681,0.7271091184642586,0.7559753094215711
RF,Deserts & Xeric Shrublands,1197205,1642,0.0013715278502846213,728.1138855054811,0.0060904682613909245,0.9892416353804367,0.5202118049987716,0.13247577681256265,0.026946207818242567,0.013473103909121284,0.9658952496954933,0.9823386114494519,0.9823386114494519
RF,Flooded Grasslands & Savannas,694428,486,0.0006998565726036392,1427.8641975308642,0.009514051489531994,0.84429372858369,0.7409420409035901,0.0527073732718894,0.010541171049220933,0.0052705855246104666,0.7530864197530864,0.7530864197530864,0.7530864197530864
RF,Mangroves,96634,1869,0.01934101868907424,50.7035848047084,0.05444842576980591,0.9749643630012989,0.5428984134676695,0.727743271221532,0.3051128130821776,0.1767567008175515,0.37613697164258963,0.7886570358480471,0.9138576779026217
RF,"Mediterranean Forests, Woodlands & Scrub",598143,2381,0.003980653455778969,250.215035699286,0.005604274570941925,0.6566822745208578,0.175199034239153,0.08510282561444575,0.02139967231751764,0.013943223994382586,0.2137757244855103,0.26879462410751787,0.3502729945401092
RF,Montane Grasslands & Shrublands,2571166,36436,0.014171002572373779,69.56663739159073,0.012067018076777458,0.9044999233909626,0.6995162098867149,0.8635603438217105,0.2283249583845424,0.11622380559747351,0.6093698539905588,0.805604347348776,0.8201504007026018
RF,N/A,3609,2040,0.5652535328345802,0.7691176470588236,0.6564569473266602,1.0,1.0,1.0,1.0,1.0,0.01764705882352941,0.08823529411764706,0.17647058823529413
RF,Temperate Broadleaf & Mixed Forests,1507741,117685,0.0780538567300352,11.811666737477164,0.09953954070806503,0.9774129813374155,0.954900310409273,0.9994693904622935,0.9846525262976376,0.7453208112804595,0.12804520542125164,0.6307515826146068,0.9548795513446914
RF,"Temperate Grasslands, Savannas & Shrublands",7860915,6895,0.0008771243551164209,1139.0891950688906,0.002703055739402771,0.9999256390189556,0.9802780236779524,0.08763627574450762,0.01753234362477579,0.008771249130189762,0.9991298042059463,0.9994198694706309,1.0
RF,Tropical & Subtropical Dry Broadleaf Forests,4147799,20948,0.005050389375184284,197.00453503914454,0.018920186907052994,0.9455952395180873,0.6837908335717566,0.38893844781445136,0.08000906509024104,0.04211399323495162,0.7700973839984724,0.7921042581630705,0.8338743555470689
RF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11868861,16752,0.0014114243986849285,707.5041189111748,0.014311359263956547,0.8332279998631217,0.455353451346389,0.08627662442706929,0.01752990598928625,0.00888290872080385,0.6112702960840497,0.6210004775549188,0.629357688634193
RF,Tropical & Subtropical Moist Broadleaf Forests,16852053,150459,0.008928229694031937,111.00428688214065,0.021775366738438606,0.8503694916529904,0.32736454798863507,0.3521896510799905,0.09231167265209435,0.0531662320014479,0.39446626655766687,0.5169647545178421,0.5954844841451824
RF,Unknown,296953,22471,0.07567190767562544,12.214943705220062,0.09576921910047531,0.9968499267689495,0.971542509595526,0.9993263725159987,0.9748097258705463,0.7333221080990066,0.13203684749232344,0.6440745850206934,0.9690712473855191
RF,ALL,47695507,380064,0.007968549322685677,124.49335638208302,0.018261073157191277,0.9268393685857141,0.6336588274053339,0.5385791112369092,0.1213812623832437,0.06431759809625646,0.6758809042687547,0.7616269891386713,0.8071430074934748
